web-scraper-order,web-scraper-start-url,category-href,category,name,glycemic_index,glycemic_load,calories,proteins (g),carbohydrates (g),fats (g)
1716369401-456,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fast-foods/,Fast foods,Kentang instan,87,66.1,373,10,76,5
1716369401-457,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fast-foods/,Fast foods,Keripik kentang,70,37,491,7.7,52.8,32.4
1716369401-458,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fast-foods/,Fast foods,kentang goreng,75,22.6,276,3.8,30.1,15.5
1716369401-459,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fast-foods/,Fast foods,mie Cina,35,23.4,336,12,67,1
1716369401-460,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fast-foods/,Fast foods,Keripik jagung,63,28.8,518,6,63,28
1716369401-461,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fast-foods/,Fast foods,Mie instan,52,29.5,448,8.8,56.7,20.7
1716369401-462,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fast-foods/,Fast foods,Jagung meletus,55,40.7,375,11,74,4.3
"1716369401-463,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fast-foods/,Fast foods,""Keripik, jagung, asin"",42,25.6,497,7,61,25"
"1716369405-464,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,""Es krim vanilla (biasa, dengan gula)"",60,14.4,207,3.5,24,11"
1716369405-465,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,yogurt,35,1.6,82,9.1,4.7,3.4
"1716369405-466,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,""Yoghurt 1,5% alami"",35,0.5,47,5,1.5,3.5"
1716369405-467,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Yoghurt manis,52,4.7,71,2.8,9.1,2.5
1716369405-468,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Yoghurt kedelai (alami),20,1.6,64,3.7,8,2
1716369405-469,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Yoghurt buah,52,1.5,105,5.1,2.8,15.7
1716369405-470,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Yoghurt bebas lemak,33,2.5,56,5.7,7.6,0.2
1716369405-471,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Kefir (1% lemak),31,1.2,37,3,4,1
1716369405-472,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Kefir (biasa),36,1.4,56,2.8,4,3.2
1716369405-473,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Kefir rendah lemak,25,0,30,3,0.1,3.8
1716369405-474,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Susu kambing,24,1.1,69,3.6,4.4,4.1
1716369405-475,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Susu almon,30,3.9,51,18.6,13,53.7
1716369405-476,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,susu,31,1.6,53,3,5,2.5
1716369405-477,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Santan,40,1.1,197,2,2.8,21.3
1716369405-478,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Susu alami,32,1.3,60,3.1,4.2,4.8
1716369405-479,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,susu skim,27,0.1,31,3,0.2,4.7
1716369405-480,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Susu oat (mentah),69,3.5,48,0.8,5.1,2.75
1716369405-481,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Nasi susu,85,5.5,30,0.6,6.5,0.1
1716369405-482,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Susu kedelai,30,1.8,54,3.3,6,1.8
1716369405-483,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Susu cokelat,34,3.7,88,3.3,10.9,3.6
1716369405-485,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Susu,34,1.6,63,3.1,4.6,3.6
1716369405-486,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Es krim,62,14.9,207,3.5,24,11
1716369405-487,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Es krim (dengan fruktosa),35,9.4,391,10.7,27,26.5
1716369405-488,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Es krim susu kedelai,35,6,180,10.9,17,7.3
"1716369405-489,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,""Es krim (skim, vanila)"",46,13.8,138,4.5,30.1,0"
1716369405-490,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,keju skim,30,0.4,71,16.5,1.3,0
1716369405-492,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Krim,0,0,196,2.7,3.7,19
1716369405-493,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Krim (18%),33,1.3,189,2.9,3.8,18
1716369405-494,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Krim (30%),0,0,296,2.8,3.7,30
1716369405-495,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Krim (10%),30,3,118,2.8,10,3.7
1716369405-496,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Krim asam,0,0,193,2.7,3.7,19
1716369405-497,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Krim asam (20%),56,11.2,204,2.8,20,3.2
1716369405-498,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,krim kedelai,20,12.9,500,3.4,64.4,25.5
"1716369405-499,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,""Keju (Mozzarella, keju cottage yang ditekan, dll.)"",0,0,242,18.8,1,18.1"
1716369405-500,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Keju yang diawetkan,57,15.4,323,20,27,3.8
1716369405-501,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Keju tahu,15,0.6,73,8.1,4.2,0.6
1716369405-502,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Keju Feta,30,1.2,264,14,4.1,21
1716369405-503,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Pancake keju cottage,70,8.4,220,17.4,12,10.6
1716369405-504,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Pondok keju,30,0.8,103,12.5,2.7,4.5
1716369405-505,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Keju cottage 9% lemak,30,2.7,185,14,9,2
1716369405-506,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Keju cottage rendah lemak,30,0.3,88,18,1,1.2
1716369405-507,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,dadih,45,10.3,340,7,23,10
1716369405-508,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,Susu murni 3%,27,1.2,64,3.3,4.6,3.7
1716369405-509,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-dairy-foods/,Dairy,keju cheddar,0,0,402,25,1.3,33
1716369409-510,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Sirup agave),15,11.4,310,0,76,0.5
1716369409-511,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus Nanas (tanpa pemanis),50,6.8,56,0.4,13.6,0.1
1716369409-512,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus jeruk (perasan segar dan bebas gula),45,4.8,46,0.8,10.6,0.3
1716369409-513,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus Anggur (tanpa pemanis),45,6.9,60,0,15.4,0
1716369409-514,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus jeruk bali (tanpa pemanis),45,2.7,28,3,6.1,0
1716369409-515,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Biji kopi,50,0.1,2,0.2,0.3,0
1716369409-516,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Bubuk Kakao (Bebas Gula),20,4.4,358,27.6,21.8,11.6
1716369409-517,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus Cranberry (tanpa pemanis),50,7.3,58,0,14.5,0.1
1716369409-518,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus lemon (tanpa pemanis),20,0.6,16,0.9,3,0.1
1716369409-519,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus Wortel (tanpa pemanis),40,2.6,28,1.1,6.4,0.1
"1716369409-520,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,""Minuman ringan (soda, cola)"",60,6,38,0.1,10,0"
1716369409-521,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Bir,70,2.5,43,0.5,3.6,0
1716369409-522,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,sari kering,40,11.6,117,0.2,28.9,0.3
1716369409-523,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus nanas (bebas gula),50,6.4,53,0.3,12.8,0.1
1716369409-524,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus anggur (bebas gula),55,9.3,65,0,17,0
1716369409-525,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus jeruk bali (bebas gula),45,4.5,40,0,10,0
1716369409-526,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus buah pir,50,5.5,46,0.4,11,0.3
1716369409-527,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus cranberry (bebas gula),50,7.3,58,0,14.55,0.1
1716369409-528,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus bit merah,64,0,42,1,0,9.9
1716369409-529,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus tomat,35,1.5,17,0.8,4.2,0.1
1716369409-530,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus apel (bebas gula),50,5.7,47,0.11,11.3,0.14
1716369409-531,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,jus jeruk,48,4.8,45,0.7,10,0.2
1716369409-532,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,jus apel,41,4.5,46,0.1,11,0.1
1716369409-533,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Minuman olahraga,75,2.9,16,0,3.9,0
1716369409-534,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Chicory,15,0.6,21,1.7,4.1,0.2
1716369409-535,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,sawi putih (minuman),40,1.1,11,0.1,2.8,0
1716369409-536,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Sari apel (brut),40,0,33,0,0,26.1
1716369409-537,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-beverages/,Minuman,Jus Apel (tanpa pemanis),40,4.9,49,0.1,12.2,0.1
1716464508-538,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Baguette (putih),95,46.5,240,7.5,49,2.5
1716464508-539,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Baguette (gandum utuh),73,28.3,219,6.3,38.8,1.2
1716464508-540,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Bagel (gandum),70,35.4,257,10,50.5,1.6
1716464508-541,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Biskuit,70,34,365,6.2,48.5,16.5
1716464508-542,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Biscotti (kue kering),70,35,358,6,50,15
1716464508-543,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,pancake,66,16.6,185,5.5,25.2,7.5
1716464508-544,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Pancake soba,40,3.6,215,6,9,25.6
1716464508-545,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Brioche (roti),70,32.9,236,5,47,4
1716464508-546,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,roti bagel,70,48.1,312,10.4,68.7,1.3
1716464508-547,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti hamburger,61,30.1,279,9.5,49.4,4.3
1716464508-548,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,wafel,75,54.3,433,6.6,72.4,14.2
1716464508-549,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Biskuit,80,10,88,1.8,12.5,3.2
1716464508-550,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,croissant,70,21.7,287,6.3,31,14
1716464508-551,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti biasa,69,38.6,354,7.5,56,10.9
"1716464508-552,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,""Kue Roti Pendek (Tepung Integral, Bebas Gula)"",40,17.2,398,22,43,23"
1716464508-553,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,kue,60,32.2,364,5.5,53.7,14.6
"1716464508-554,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,""Cookies (tepung gandum utuh, bebas gula)"",50,23.4,273,10,46.8,5.6"
1716464508-555,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Cookies (kue kering),70,46.2,460,7,66,18
"1716464508-556,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,""Kue mentega (tepung, mentega, gula)"",55,29.1,549,7,53,18"
1716464508-557,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Kue gandum,55,39.5,437,6.5,71.8,14.4
1716464508-558,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Kue Multi Gandum,51,33.2,429,11,65.1,17.9
1716464508-559,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Pai Pisang,47,17.1,257,4.7,36.4,10.3
1716464508-560,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Pita,57,31.9,275,9,56,1.2
1716464508-561,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Pizza,60,19.8,266,11,33,10
1716464508-562,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Donat,75,38.3,452,4.9,51,25
1716464508-563,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Produk roti (gandum),90,33.9,201,7.7,37.7,1.4
1716464508-564,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti gandum,70,34.3,265,9,49,3.2
1716464508-565,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti gandum hitam,65,31.2,259,9,48,3.3
1716464508-566,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Wafel nasi,64,52.3,374,8.5,81.7,3.3
1716464508-567,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Biskuit nasi,85,58.6,310,6,69,1
1716464508-568,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Kue beras,85,69.7,387,8,82,2.8
1716464508-569,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Jerami,60,41.6,372,9.1,69.3,6.1
1716464508-570,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Kerupuk gandum hitam,64,44.8,336,16,70,1
"1716464508-571,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,""Roti lapis, putih"",75,39.4,285,7.3,52.5,3.9"
1716464508-572,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Baguette Perancis terbuat dari tepung terigu,70,23.4,179,6.5,33.4,2.4
1716464508-573,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti (oatmeal),47,19.2,226,7.1,40.8,3.2
1716464508-574,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti putih “baguette”,70,36,262,7.5,51.4,2.9
1716464508-575,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti putih bebas gluten,90,14,129,3.5,15.6,5.8
1716464508-576,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti soba,50,22.9,228,7.1,45.8,2.5
1716464508-577,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti ragi coklat,65,26,250,13,40,3
1716464508-578,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti tepung putih,90,43.9,242,8.1,48.8,1
1716464508-579,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti gandum biji utuh,65,31.2,250,7,48,1
1716464508-580,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti yang sudah berkecambah,35,12.7,204,6.8,36.4,3.1
1716464508-582,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti susu,60,29.9,243,7.1,49.8,2.1
1716464508-583,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti Pumpernickel,45,21.6,250,9,48,3.1
1716464508-584,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti Beras,70,48,306,6.3,68.6,0.7
1716464508-585,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti dedak,65,29.4,227,7,45.2,1.3
1716464508-586,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti labu,40,17,211,5.5,42.6,2.4
1716464508-587,https://glycemic-index.net/,https://glycemic-index.net/glycemic-index-of-baked-products/,Kue dan roti,Roti buah,47,24.4,370,7.6,52,7.4
